Vendedor,Id,Data,Produto,Quantidade Vendida,Valor Unitario,Faturamento,Custo,Lucro,Forma de Pagamento,Imagem
James Harden,16337283762,2023-11-26 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-11-27 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-11-27 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-11-28 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-11-28 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-11-29 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-11-30 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-12-01 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-12-03 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-12-04 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-12-04 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-12-05 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-12-06 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-12-06 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-12-07 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-12-08 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-12-09 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-12-11 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-12-11 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-12-15 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-12-16 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-12-17 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-12-19 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-12-20 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-12-21 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-12-22 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-12-23 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-12-24 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-12-29 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-12-29 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-12-30 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-12-30 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-12-31 00:00:00,Celular,2,R$ 300,R$ 600,R$ 498,"R$ 102,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-01-01 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-01-02 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-01-04 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-01-08 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-01-16 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-01-19 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-01-26 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-01-31 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-02-01 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-02-02 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-02-03 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-02-04 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-02-05 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-02-06 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-02-10 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-02-11 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-02-13 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-02-14 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-02-15 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-02-17 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-02-21 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-02-21 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-02-23 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-02-25 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-02-26 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-03-01 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-03-01 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-03-02 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-03-05 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-03-06 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-03-07 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-03-08 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-03-11 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-03-12 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-03-15 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-03-16 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-03-17 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-03-22 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-03-24 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-03-25 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-03-26 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-03-27 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-03-31 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-04-01 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-04-02 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-04-07 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-04-09 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-04-12 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-04-13 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-04-16 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-04-23 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-05-03 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-05-05 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-05-07 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-05-08 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-05-10 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-05-10 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-05-11 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-05-12 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-05-13 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-05-14 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-05-15 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-05-16 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-05-17 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-05-20 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-05-21 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-05-23 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-05-26 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-05-27 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-05-28 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-05-29 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-05-30 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-05-30 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-06-03 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-06-04 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-06-07 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-06-08 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-06-12 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-06-14 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-06-16 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-06-18 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-06-19 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-06-22 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-06-23 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-06-24 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-06-27 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-07-01 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-07-03 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-07-04 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Boleto,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-07-05 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-07-06 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
James Harden,16337283762,2023-07-07 00:00:00,Notebook,1,R$ 700,R$ 700,R$ 427,"R$ 273,00",Cartão de Crédito,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
